Last.Name,First.Name,Title,Institution,Advisor.1,Advisor.2,Advisor.3,Advisor.4,Subject,SubjectReconciled,Year,Failed,caaCAT
Loic,Erika,"The Ripoll Bibles: Unity, Continuity, and Monastic Practice",Harvard,J. Hamburger,,,,Eleventh to Fourteenth Century,Eleventh to Fourteenth Century,2016,No,Chronology
Lyons,Jennifer,Crafting Marian Devotion: The Representation of the Theophilus Legend in Northern Europe (9th–14th c.),Emory,E. Pastan,,,,Eleventh to Fourteenth Century,Eleventh to Fourteenth Century,2016,No,Chronology
Permenter,Brooke Falk,Assaults on the Faith: Imagining Jews and Creating Christians in the Late Middle Ages,Rutgers,L. Weigert,,,,Eleventh to Fourteenth Century,Eleventh to Fourteenth Century,2016,No,Chronology
Phillips,Dianne,The Illustration of the Meditations on the Life of Christ: A Study of an Illuminated Fourteenth-Century Italian Manuscript at the University of Notre Dame,Yale,R. Nelson,,,,Eleventh to Fourteenth Century,Eleventh to Fourteenth Century,2016,No,Chronology
Sanecki,Jamie,Cathedral and Commune in Medieval Lucca: The Facade of San Martino,Pennsylvania,R. Maxwell,R. Ousterhout,,,Eleventh to Fourteenth Century,Eleventh to Fourteenth Century,2016,No,Chronology
Stankovic,Nebojsa,"At the Threshold of the Heavens: The Narthex and Adjacent Spaces in Middle Byzantine Churches of Mount Athos (10th–11th Centuries) - Architecture, Function, and Meaning",Princeton,S. Ćurčić,C. Barber,,,Eleventh to Fourteenth Century,Eleventh to Fourteenth Century,2016,No,Chronology
Suda,Alexandra,The Making of Girona Martyrology and the Cult of Saints in Late Medieval Bohemia,IFA/NYU,J. Alexander,,,,Eleventh to Fourteenth Century,Eleventh to Fourteenth Century,2016,No,Chronology
Anno,James,Michelangelo Moving Time,Washington University,W. Wallace,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Beeny,Emily,"Poussin, Ballet, and the Birth of French Classicism",Columbia,D. Freedberg,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Berry Drago,Elisabeth,"Thomas Wijck’s Painted Alchemists at the Intersection of Art, Science, and Practice",Delaware,P. Chapman,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Blom,Laura,"Mobilizing the Macabre: Rosso, Rovezzano, and Rustici and the Language of Transgression, 1500-1530",Johns Hopkins,S. Campbell,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Borgo,Francesca,Battle and Representation in Cinquecento Art and Theory,Harvard,F. Fehrenbach,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Boychuk,Joan,Multo in parvo: Joris Hoefnagel’s Illuminations and the Gathered Practices of Central European Court Culture,British Columbia,B. Wilson,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Brandon,Claire,Spaces of Art in the Exhibition Age: Italy as a Laboratory for Global Exhibition Paradigms since 1970,IFA/NYU,A. Nagel,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Brennan,Robert,Painting as a Modern Art: The Era of Giotto,IFA/NYU,A. Nagel,M. Trachtenberg,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Buck,Sarah,Les Costumes Grotesques by the Larmessin Family: Prints and Professional Habits during the Reign of Louis XIV,Florida,R. Neuman,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Chin,Hyeyun,"City, Crown, and the Staging of Global Commerce: The Royal Exchange in Early Modern London",Binghamton,A. Walkling,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Cook,Nicole Elizabeth,Godfried Schalcken (1643–1706): Desire and Intimate Display,Delaware,P. Chapman,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Cosgriff,Tracy,Raphael’s Stanza della Segnatura and the Rhetoric of Julian Justice,Virginia,J.D. Summers,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Di Lodovico,Daniele,Revising Devotion: The Role of Wooden Sculptures in Affecting Painting and Devotion in the Late Medieval Period in Italy (XII–XV Century),University of Washington,S. Lingo,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Diaman,Marina,"Rubens Remaking Rubens: Self-Repetition, Transformation, and Invention in Early Modern Art",IFA/NYU,M. Westermann,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Dodson,Alexandra,Mount Carmel in the Commune: Promoting the Holy Land in Central Italy in the Thirteenth and Fourteenth Centuries,Duke,C. Bruzelius,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Eaker,Adam,"Lore of the Studio: Van Dyke, Rubens, and the Status of Portraiture",Columbia,D. Freedberg,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Edgerton,Hannah,"The Apotheosis of the Quattrocento Condottiere: Art, Power, and Identity in Fifteenth-Century Italy",Indiana,G. Knox,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Friedman,Hannah,Taste and Prudence in the Art of Jusepe de Ribera,Johns Hopkins,S. Campbell,F. Pereda,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Groentjes,Mirjam,"Patterns of Salvation: Visual Typology in the Low Countries, 1550–1600",Emory,W. Melion,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Grollemond,Larisa,"Necessary Luxury: The Illuminated Manuscript at the French Courts, ca. 1460–1520",Pennsylvania,L. Silver,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Hecker,Joanna,Outside Looking In: Francisco de Holanda and the Margins of Renaissance Art,IFA/NYU,A. Nagel,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Herrin,Amanda,Narratives of Origin in Netherlandish Art: Maarten de Vos and Late Sixteenth-Century Print Design as Visual Exegesis,IFA/NYU,M. Westermann,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Howard,Rebecca,Movements of the Mind: Beyond the Mimetic Likeness in Early Modern Italy,Ohio State,C. Kleinbub,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Iacobellis,Lisa,Grant peine et grant diligence: Visualizing the Author in Late Medieval Manuscripts,Ohio State,K. Whittington,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Kassler-Taub,Elizabeth,"At the Threshold of the Mediterranean: Architecture, Urbanism, and Identity in Early Modern Sicily",Harvard,A. Payne,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Keelmann,Lehti Mairike,"Bachelors Bridging the Baltic: The Artistic Ambitions of the Tallinn Brotherhood of the Black Heads, c. 1400–1550",Michigan,A. Timmermann,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Kinew,Shawon K.,"The Vision in Stone: Melchiorre Cafà in the World, 1636–1667",Harvard,F. Fehrenbach,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Kupiec,Catherine,The Materiality of Luca della Robbia’s Glazed Terracotta Sculptures,Rutgers,S. McHam,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Lamsechi,Guita,Beyond the Frame: Images of Vegetal Nature across the Arts in Northern Renaissance Europe,Toronto,E.M. Kavaler,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Lazer,Brett,"The New World, the Basque Language, and the Power of Painting: The Art and Writing of Baltasar de Echave Orio",IFA/NYU,J. Brown,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Lincoln,Matthew,"Modeling the Network of Dutch and Flemish Print Production, 1550–1750",Maryland,A. Wheelock,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Lynch,Sarah,‘Ein liebhaber aller freyen khünst’: Bonifaz Wolmut and the Architecture of the European Renaissance,Princeton,T. DaCosta Kaufmann,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Mandabach,Marisa,The Caduceus Unwound: The Head of Medusa and the Painterly Grotesque in Rubens,Harvard,J. Koerner,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Murray,Colin,"Collaborative Painting Between Minds and Hands: Art Criticism, Connoisseurship, and Artistic Sodality in Early Modern Italy",Toronto,P. Sohm,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Permenter,Brooke Falk,Assaults on the Faith: Imagining Jews and Creating Christians in the Late Middle Ages,Rutgers,L. Weigert,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Riesenberger,Nicole,"King of the Renaissance: Art and Politics at the Neapolitan Court of Ferrante I, 1458–1494",Maryland,M. Gill,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Sloutsky,Lana,"Quasi Alterum Byzantium: The Preservation of Identity through Memory and Culture by Aristocratic Byzantine Women, 1440–1600",Boston,J. Cranston,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Uchacz,Tianna,Sensual Bodies and Artistic Prowess in Netherlandish Painting ca. 1540–1570,Toronto,E.M. Kavaler,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Windmuller-Luna,Kristen,"Building Faith: Ethiopian Art and Architecture during the Jesuit Interlude, 1557–1632",Princeton,C. Okeke-Agulu,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Wise,Elliott,"Painterly Vernacular and Pictorial Piety: Rogier van der Weyden, Robert Campin, and Jan van Ruusbroec",Emory,W. Melion,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Zarillo,Taryn Marie,Artistic Patrimony and Cultural Politics in Early Seicento Venice,Columbia,D. Rosand,D. Bodart,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Zins,Katie,St. Augustine among the Mendicants: The Order of Augustinian Hermits and Early Renaissance Art in Italy,Penn State,B. Curran,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Zolli,Daniel,Promiscuous Technique: Theories of Mixed Media in Donatello’s Workshops,Harvard,F. Fehrenbach,,,,Fifteenth- to Seventeenth-Century Art,Fifteenth- to Seventeenth-Century Art,2016,No,Chronology
Bryda,Gregory,"Tree, Vine, and Herb: Vegetal Themes and Media in Gothic Germany",Yale,J. Jung,,,,Film/Video/Animation,Film/Video/Animation,2016,No,Subject
Conrad,Jessamyn,"The Meanings of Duccio’s Maestà: Architecture, Painting, Politics, and the Construction of Narrative Time in the Trecento Altarpieces for Siena Cathedral",Columbia,H. Klein,,,,Film/Video/Animation,Film/Video/Animation,2016,No,Subject
Danford,Rachel,Manipulating Matter: Figural Stucco Sculpture in the Early Middle Ages,Johns Hopkins,H. Kessler,,,,Film/Video/Animation,Film/Video/Animation,2016,No,Subject
Dennis,Nathan S.,"Performing Paradise in the Early Christian Baptistery: Art, Liturgy, and the Transformation of Vision",Johns Hopkins,H. Kessler,,,,Film/Video/Animation,Film/Video/Animation,2016,No,Subject
Di Lodovico,Daniele,Revising Devotion: The Role of Wooden Sculptures in Affecting Painting and Devotion in the Late Medieval Period in Italy (XII–XV Century),University of Washington,S. Lingo,,,,Film/Video/Animation,Film/Video/Animation,2016,No,Subject
Dodson,Alexandra,Mount Carmel in the Commune: Promoting the Holy Land in Central Italy in the Thirteenth and Fourteenth Centuries,Duke,C. Bruzelius,,,,Film/Video/Animation,Film/Video/Animation,2016,No,Subject
Gillette,Amy,Depicting the Sound of Silence: Angel-Musicians in Trecento Sacred Art,Temple,E. Bolman,,,,Film/Video/Animation,Film/Video/Animation,2016,No,Subject
Gray,Charlotte,"The Fabric of the Church: Textiles and the Interpretation of the Architectural Arts at Chartres Cathedral, c.1200–1224",Harvard,J. Hamburger,,,,Film/Video/Animation,Film/Video/Animation,2016,No,Subject
Grayburn,Jennifer,"’Prepared with great craftiness’: St. Magnus Cathedral, Ro̧gnvaldr Kali Kolsson, and Orkney’s Autonomy in the Medieval North Sea World",Virginia,L. Reilly,,,,Film/Video/Animation,Film/Video/Animation,2016,No,Subject
Hansen,Lindsey,"The Bishop Performed: Sculpture, Liturgy, Episcopal Identity in Thirteenth-Century France",Indiana,D. Reilly,,,,Film/Video/Animation,Film/Video/Animation,2016,No,Subject
Katz,Dana,A Changing Mosaic: Multicultural Exchange in the Norman Palaces of Twelfth-Century Sicily,Toronto,J. Caskey,,,,Film/Video/Animation,Film/Video/Animation,2016,No,Subject
Laverock,Ashley,The Visual Hagiography of St. Margaret of Antioch in Thirteenth-Century Stained Glass in Europe,Emory,E. Pastan,,,,Film/Video/Animation,Film/Video/Animation,2016,No,Subject
Loic,Erika,"The Ripoll Bibles: Unity, Continuity, and Monastic Practice",Harvard,J. Hamburger,,,,Film/Video/Animation,Film/Video/Animation,2016,No,Subject
Lyons,Jennifer,Crafting Marian Devotion: The Representation of the Theophilus Legend in Northern Europe (9th–14th c.),Emory,E. Pastan,,,,Film/Video/Animation,Film/Video/Animation,2016,No,Subject
Permenter,Brooke Falk,Assaults on the Faith: Imagining Jews and Creating Christians in the Late Middle Ages,Rutgers,L. Weigert,,,,Film/Video/Animation,Film/Video/Animation,2016,No,Subject
Phillips,Dianne,The Illustration of the Meditations on the Life of Christ: A Study of an Illuminated Fourteenth-Century Italian Manuscript at the University of Notre Dame,Yale,R. Nelson,,,,Film/Video/Animation,Film/Video/Animation,2016,No,Subject
Sanecki,Jamie,Cathedral and Commune in Medieval Lucca: The Facade of San Martino,Pennsylvania,R. Maxwell,R. Ousterhout,,,Film/Video/Animation,Film/Video/Animation,2016,No,Subject
Stankovic,Nebojsa,"At the Threshold of the Heavens: The Narthex and Adjacent Spaces in Middle Byzantine Churches of Mount Athos (10th–11th Centuries) - Architecture, Function, and Meaning",Princeton,S. Ćurčić,C. Barber,,,Film/Video/Animation,Film/Video/Animation,2016,No,Subject
Suda,Alexandra,The Making of Girona Martyrology and the Cult of Saints in Late Medieval Bohemia,IFA/NYU,J. Alexander,,,,Film/Video/Animation,Film/Video/Animation,2016,No,Subject
Sauzade,Alena,Witnesses to Terror: Nationhood and Trauma in Memorials to Victims of Terrorism,Stony Brook,M. Bogart,,,,Folk Art/Vernacular Art,Folk Art/Vernacular Art,2016,No,Subject
Huber,Jason,"Pathopolitics: Feminist Performance Art, Biopolitics, and Affect in 1970s America",UC Irvine,C. Whiting,,,,Genders/Sexualities/Feminisms,Genders/Sexualities/Feminisms,2016,No,Subject
McKelligan Hernández,Alberto,Mónica Mayer: Translocality and the Development of Feminist Art in Contemporary Mexico,CUNY,A. Indych-López,,,,Genders/Sexualities/Feminisms,Genders/Sexualities/Feminisms,2016,No,Subject
Self,Elizabeth,"Art, Architecture, and the Asai Sisters",Pittsburgh,K. Gerhart,,,,Genders/Sexualities/Feminisms,Genders/Sexualities/Feminisms,2016,No,Subject
Smulevitz,Cara,"‘Girl, if you make the movie, I promise you somebody will see it’: DIY, Grrrl Power, and Miranda July",UIC,H. Higgins,,,,Genders/Sexualities/Feminisms,Genders/Sexualities/Feminisms,2016,No,Subject
Triandos,Theodoros,"October, Sexual Politics, and the Limits of Postmodernism",Delaware,A. Gibson,,,,Genders/Sexualities/Feminisms,Genders/Sexualities/Feminisms,2016,No,Subject
Vangen,Michelle,Left and Right: Politics and Images of Motherhood in Weimar Germany,CUNY,R. Long,,,,Genders/Sexualities/Feminisms,Genders/Sexualities/Feminisms,2016,No,Subject
Truitt,Andrea,"Experiencing the Otherworldly: Magazine Reading and Illustrations of Orientalist Domestic Space in the United States, 1880–1920",Minnesota,J. Marshall,,,,Graphic/Industrial/Object Design,Graphic/Industrial/Object Design,2016,No,Subject
Skerritt,Henry,When Time’s Arrows Collide: Historical Critique in Indigenous Contemporary Art,Pittsburgh,T. Smith,,,,Indigenous Peoples,Indigenous Peoples,2016,No,Subject
Adams,Samuel,Art and Epic Theater in Cold War Germany,USC,M. Luke,,,,Installation/Environmental Art,Installation/Environmental Art,2016,No,Subject
Moss,Karen,"Performing Pedagogy: Anna Halprin, Allan Kaprow, Robert Watts, and Alison Knowles’ Workshops in Experimental Education",USC,S. Hudson,,,,Installation/Environmental Art,Installation/Environmental Art,2016,No,Subject
Yoldas,Pinar,Speculative Biologies: New Directions in Art in the Age of the Anthropocene,Duke,M. Hansen,W. Seaman,,,Installation/Environmental Art,Installation/Environmental Art,2016,No,Subject
Beck Cohen,Stephanie,"The Visual Nation: Exhibition, Quilting, and Cultural Diplomacy in Liberia, 1847–2015",Indiana,P. McNaughton,,,,Material Culture,Material Culture,2016,No,Subject
Kupiec,Catherine,The Materiality of Luca della Robbia’s Glazed Terracotta Sculptures,Rutgers,S. McHam,,,,Material Culture,Material Culture,2016,No,Subject
Sanchez,Michael,"The Rhine System: Konrad Fischer and the Logistics of Artists, 1967–1974",Columbia,R. Krauss,B. Joseph,,,Material Culture,Material Culture,2016,No,Subject
Caplan,Lindsay,"‘Open Works’: Between the Programmed and the Free, Art in Italy from 1962 to 1972",CUNY,R. Golan,,,,Multimedia/Intermedia,Multimedia/Intermedia,2016,No,Subject
Chamberlain,Colby,George Maciunas and the Art of Paperwork,Columbia,B. Joseph,,,,Multimedia/Intermedia,Multimedia/Intermedia,2016,No,Subject
Funk,Tiffany,Zen and the Art of Software Performance: John Cage and Lejaren A. Hiller Jr.’s HPSCHD (1967–1969),UIC,H. Higgins,,,,Multimedia/Intermedia,Multimedia/Intermedia,2016,No,Subject
Crosby,Marcia,"Prophecy, Power, and Change: Meetings between the Skwxwú7mesh and Tsimshian in the Early 20th Century",British Columbia,M. Ryan,,,,Native American/First Nations,Native American/First Nations,2016,No,Subject
Marshman,Amy,Ancient Puebloan Human Effigy Vessels: An Examination of Iconography and Tradition,Virginia Commonwealth,J. Farmer,,,,Native American/First Nations,Native American/First Nations,2016,No,Subject
Ronan,Kristine,Buffalo Dancer: The Biography of an Image,Michigan,D. Doris,,,,Native American/First Nations,Native American/First Nations,2016,No,Subject
Banas,Paulina,"The Orientalist Book Industry (1840–80): Prisse d’Avennes, Systems of Borrowing and Reuse, and the Marketing of Egypt",Binghamton,N. Um,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Bilbo,Rebecca Wright,Academic or Industrial: Educating the Artist in Nineteenth-Century Cincinnati,Indiana,S. Burns,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Chadwick,Esther,The Radical Print: British Art and Graphic Experiment in the Paper Age,Yale,T. Barringer,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Davis Winthrop,Emily,Allegories of the Modern: The Female Nude in Art Nouveau,Virginia Commonwealth,E. Garberson,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Doyle,Allan,"A Rule without Measure: Michelangelo Buonarroti’s Afterlife in French Painting, 1814–1837",Princeton,R. DeLue,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Duncan O’Neill,Erin,Media and the Politics of Satire in the Art of Honoré Daumier,Princeton,B. Alsdorf,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Hainy,Joshua D.,John Flaxman: Beyond the Line,Iowa,D. Johnson,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Hamming,Grant,Amerikanischer Malkasten: American Art and Düsseldorf,Stanford,B. Wolf,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Henneman,Jennifer,"Her Representation Precedes Her: Transatlantic Celebrity, Portraiture, and Visual Culture, 1865–1890",University of Washington,S. Casteras,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Lauritano,Steven,Embedded Remnants in Modern Architecture: Karl Friedrich Schinkel and the Historiography of Remains,Yale,S. Zeidler,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Newman,Rachel,Conjuring Cane: The Art of William Berryman and Caribbean Sugar Plantations,Stanford,B. Wolf,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
O’Rourke,Stephanie,Bodies of Knowledge: Fuseli and Girodet at the Turn of the Nineteenth Century,Columbia,J. Crary,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Palmor,Lauren,"Shadows and Light: Seeing Senescence in American and British Genre Painting, c. 1850–1910",University of Washington,S. Casteras,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Saunders,Beth,"Developing Italy: Photography and National Identity during the Risorgimento, 1839–1859",CUNY,A. Pelizzari,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Schwartz,Rebecca Ayres,Thomas Cole on Architecture: Picturing the Gothic,Delaware,B. Herman,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Shields,Caroline,"Objects of Memory: Paul Gauguin and Still-Life Painting, 1880-1901",Maryland,J. Hargrove,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Silberman,Caitlin,"Thinking with Birds in British Art and Visual Culture, 1840–1900",Wisconsin,N. Marshall,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Stein,Deborah,The Visual Rhetoric of Charles Callahan Perkins: The Early Italian Renaissance and a New Fine Art Paradigm for Boston,Boston,K. Morgan,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Strasik,Amanda K.,"Reconceiving Childhood: Women and Children in French Art, 1750–1814",Iowa,D. Johnson,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Trittipo,Kathryn,A Visual Affair: Popular Culture and L’Affaire Dreyfus,Minnesota,G. Weisberg,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Walsh,Catherine,‘Tell Me a Story’: Narrative and Orality in Nineteenth-Century American Visual Culture,Delaware,W. Bellion,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Waterman,Amanda,Neo-Pre-Raphaelitism: The Final Generations,University of Washington,S. Casteras,,,,Nineteenth Century,Nineteenth Century,2016,No,Chronology
Bianco,Christine,"Modern Art for Middle America: American Abstraction in Mass Magazines, 1946–1960",Oxford Brookes,E. Darling,,,,North America,North America,2016,No,Geographic
Franco,Joshua,"Marfa, Marfa: Minimalism, rasquachismo, and Questioning ‘Decolonial Aesthetic’ in Far West Texas",Binghamton,T. McDonough,,,,North America,North America,2016,No,Geographic
Hannah,Caroline,"Henry Varnum Poor: Crow House, Craft, and Design",Bard Graduate Center,P. Kirkham,,,,North America,North America,2016,No,Geographic
Kirschner-Perlstein,Melanie,Arthur G. Dove: Illustrations and Abstractions: 1903–1933,Virginia,E. Turner,,,,North America,North America,2016,No,Geographic
Klee,Jeffrey,"Building Order on Beacon Hill, 1790–1850",Delaware,B. Herman,,,,North America,North America,2016,No,Geographic
Lentz (Reed),Alycia F.,Ready to Blow Your Mind: Andy Warhol’s Exploding Plastic Inevitable,Iowa,C. Adcock,,,,North America,North America,2016,No,Geographic
McKelligan Hernández,Alberto,Mónica Mayer: Translocality and the Development of Feminist Art in Contemporary Mexico,CUNY,A. Indych-López,,,,North America,North America,2016,No,Geographic
Moon,Kavior,"From Site to Comparative Relations: Works by Michael Asher, 1976–1998",UCLA,M. Kwon,,,,North America,North America,2016,No,Geographic
Palmor,Lauren,"Shadows and Light: Seeing Senescence in American and British Genre Painting, c. 1850–1910",University of Washington,S. Casteras,,,,North America,North America,2016,No,Geographic
Parsons,Jennifer Stettler,"John Sloan: Between Philadelphia and New York, 1892–1907",Virginia,E. Turner,,,,North America,North America,2016,No,Geographic
Reed,Emily,"Alexander Calder, Collaborative Abstraction, and Public Art",Virginia,E. Turner,,,,North America,North America,2016,No,Geographic
Roland,S. Zelda,"Human Resources: The Body of the Extra in Classical Hollywood, 1925–1940",Yale,T. Barringer,J.D. Connor,,,North America,North America,2016,No,Geographic
Ronan,Kristine,Buffalo Dancer: The Biography of an Image,Michigan,D. Doris,,,,North America,North America,2016,No,Geographic
Schade,Jill Baskin,"Picturing Freedom’s Shores: The Visual Culture of Liberian Colonization, 1821–1861",Virginia,L. Nelson,,,,North America,North America,2016,No,Geographic
Schiller,Emily,"Unsettled Masses: Public Transportation in the Art of New York City, 1929–1941",Penn State,N. Locke,,,,North America,North America,2016,No,Geographic
Smith,Laura Lake,Imaging the In-Between: The Serial Art of Richard Tuttle,Georgia,I. Wallace,,,,North America,North America,2016,No,Geographic
Berry Drago,Elisabeth,"Thomas Wijck’s Painted Alchemists at the Intersection of Art, Science, and Practice",Delaware,P. Chapman,,,,Northern Europe,Northern Europe,2016,No,Geographic
Cook,Nicole Elizabeth,Godfried Schalcken (1643–1706): Desire and Intimate Display,Delaware,P. Chapman,,,,Northern Europe,Northern Europe,2016,No,Geographic
Eaker,Adam,"Lore of the Studio: Van Dyke, Rubens, and the Status of Portraiture",Columbia,D. Freedberg,,,,Northern Europe,Northern Europe,2016,No,Geographic
Grusiecki,Tomasz,"Globalising the Periphery: Poland-Lithuania and Cultural Entanglement, 1587–1668",McGill,E. Vanhaelen,,,,Northern Europe,Northern Europe,2016,No,Geographic
Lamsechi,Guita,Beyond the Frame: Images of Vegetal Nature across the Arts in Northern Renaissance Europe,Toronto,E.M. Kavaler,,,,Northern Europe,Northern Europe,2016,No,Geographic
Uchacz,Tianna,Sensual Bodies and Artistic Prowess in Netherlandish Painting ca. 1540–1570,Toronto,E.M. Kavaler,,,,Northern Europe,Northern Europe,2016,No,Geographic
Andrus,Timothy,"Stuart Davis’s Art Theory, 1920-1928",Virginia Commonwealth,R. Hobbs,,,,Painting,Painting,2016,No,Subject
Beeny,Emily,"Poussin, Ballet, and the Birth of French Classicism",Columbia,D. Freedberg,,,,Painting,Painting,2016,No,Subject
Bentley,Christine,Hans Thoma and the German Nation: Painting and National Identity in Modern Germany,Indiana,M. Facos,,,,Painting,Painting,2016,No,Subject
Conrad,Jessamyn,"The Meanings of Duccio’s Maestà: Architecture, Painting, Politics, and the Construction of Narrative Time in the Trecento Altarpieces for Siena Cathedral",Columbia,H. Klein,,,,"Patronage, Art Collecting","Patronage, Art Collecting",2016,No,Subject
Lee,Jungeun,Displaying Authority: Ashikaga Formal Display in the Muromachi Period,Pittsburgh,K. Gerhart,,,,"Patronage, Art Collecting","Patronage, Art Collecting",2016,No,Subject
Zarillo,Taryn Marie,Artistic Patrimony and Cultural Politics in Early Seicento Venice,Columbia,D. Rosand,D. Bodart,,,"Patronage, Art Collecting","Patronage, Art Collecting",2016,No,Subject
Adams,Samuel,Art and Epic Theater in Cold War Germany,USC,M. Luke,,,,Performance Art/Performance Studies/Public Practice,Performance Art/Performance Studies/Public Practice,2016,No,Subject
